[1.32000000e+02 1.22093026e-01] 0.0 0.0
[2.88000000e+02 1.56976748e-01] 0.0 0.0
[2.33000000e+02 8.72093044e-02] 0.0 0.0
[3.44000000e+02 1.22093026e-01] 0.0 0.0
[66.          0.19186047] 0.0 0.0
[3.88000000e+02 1.74418609e-02] 0.0 0.0
[352.   0.] 0.0 0.0
[3.88000000e+02 1.74418609e-02] 0.0 0.0
[57.  0.] 0.0 0.0
[3.35000000e+02 1.39534887e-01] 0.0 0.0
[2.79000000e+02 5.23255826e-02] 0.0 0.0
[4.0300000e+02 2.0930233e-01] 0.0 0.0
[63.          0.19186047] 0.0 0.0
[146.           0.17441861] 0.0 0.0
[3.37000000e+02 1.74418609e-01] 0.0 0.0
[3.2600000e+02 1.9186047e-01] 0.0 0.0
[3.3500000e+02 2.0930233e-01] 0.0 0.0
[2.70000000e+02 5.23255826e-02] 0.0 0.0
[1.9600000e+02 1.9186047e-01] 0.0 0.0
[183.           0.24418605] 0.0 0.0
[3.77000000e+02 5.23255826e-02] 0.0 0.0
[1.78000000e+02 1.22093026e-01] 0.0 0.0
[2.49000000e+02 1.74418609e-02] 0.0 0.0
[3.24000000e+02 1.74418609e-01] 0.0 0.0
[1.98000000e+02 5.23255826e-02] 0.0 0.0
[2.6800000e+02 2.0930233e-01] 0.0 0.0
[3.13000000e+02 1.22093026e-01] 0.0 0.0
[2.46000000e+02 1.74418609e-02] 0.0 0.0
[2.99000000e+02 3.48837217e-02] 0.0 0.0
[3.8800000e+02 1.9186047e-01] 0.0 0.0
[4.02000000e+02 2.79069774e-01] 0.0 0.0
[2.40000000e+02 8.72093044e-02] 0.0 0.0
[3.33000000e+02 1.22093026e-01] 0.0 0.0
[1.80000000e+02 1.74418609e-02] 0.0 0.0
[2.43000000e+02 2.26744191e-01] 0.0 0.0
[1.15000000e+02 3.48837217e-02] 0.0 0.0
[3.46000000e+02 5.23255826e-02] 0.0 0.0
[1.81000000e+02 1.22093026e-01] 0.0 0.0
[47.          0.34883722] 0.0 0.0
[3.51000000e+02 1.74418609e-01] 0.0 0.0
[107.   0.] 0.0 0.0
[2.2600000e+02 2.0930233e-01] 0.0 0.0
[356.           0.43604652] 1.0 1.0
[3.98000000e+02 1.56976748e-01] 0.0 0.0
[3.22000000e+02 1.74418609e-02] 0.0 0.0
[3.37000000e+02 8.72093044e-02] 0.0 0.0
[221.   0.] 0.0 0.0
[3.11000000e+02 1.39534887e-01] 0.0 0.0
[3.83000000e+02 3.31395357e-01] 0.0 0.0
[1.69000000e+02 3.48837217e-02] 0.0 0.0
[149.           0.19186047] 0.0 0.0
[97.          0.29651163] 0.0 0.0
[203.   0.] 0.0 0.0
[3.16000000e+02 1.74418609e-02] 0.0 0.0
[144.           0.24418605] 0.0 0.0
[2.4300000e+02 1.9186047e-01] 0.0 0.0
[195.           0.27906977] 0.0 0.0
[3.74000000e+02 1.74418609e-02] 0.0 0.0
[3.55000000e+02 5.23255826e-02] 0.0 0.0
[1.80000000e+02 1.74418609e-02] 0.0 0.0
[3.99000000e+02 1.74418609e-01] 0.0 0.0
[2.52000000e+02 1.74418609e-01] 0.0 0.0
[1.39000000e+02 1.74418609e-02] 0.0 0.0
[4.0100000e+02 1.9186047e-01] 0.0 0.0
[395.   0.] 0.0 0.0
[3.9300000e+02 2.0930233e-01] 0.0 0.0
[1.66000000e+02 1.74418609e-02] 0.0 0.0
[83.          0.33139536] 0.0 0.0
[2.33000000e+02 6.97674435e-02] 0.0 0.0
[3.76000000e+02 5.23255826e-02] 0.0 0.0
[3.58000000e+02 1.74418609e-02] 0.0 0.0
[3.83000000e+02 3.48837217e-02] 0.0 0.0
[2.7900000e+02 1.9186047e-01] 0.0 0.0
[2.48000000e+02 2.26744191e-01] 0.0 0.0
[3.51000000e+02 1.74418609e-02] 0.0 0.0
[3.59000000e+02 1.74418609e-02] 0.0 0.0
[3.93000000e+02 1.04651165e-01] 0.0 0.0
[2.40000000e+02 5.23255826e-02] 0.0 0.0
[3.25000000e+02 5.23255826e-02] 0.0 0.0
[1.18000000e+02 1.74418609e-02] 0.0 0.0
[2.06000000e+02 6.97674435e-02] 0.0 0.0
[7.90000000e+01 6.97674435e-02] 0.0 0.0
[119.           0.26162791] 0.0 0.0
[3.57000000e+02 3.48837217e-02] 0.0 0.0
[77.          0.26162791] 0.0 0.0
[127.           0.34883722] 0.0 0.0
[2.20000000e+02 8.72093044e-02] 0.0 0.0
[2.82000000e+02 5.23255826e-02] 0.0 0.0
[3.87000000e+02 3.48837217e-02] 0.0 0.0
[2.25000000e+02 1.74418609e-01] 0.0 0.0
[1.9400000e+02 1.9186047e-01] 0.0 0.0
[44.          0.33139536] 0.0 0.0
[238.   0.] 0.0 0.0
[114.           0.22674419] 0.0 0.0
[57.          0.20930233] 0.0 0.0
[2.94000000e+02 1.74418609e-01] 0.0 0.0
[3.29000000e+02 3.13953496e-01] 0.0 0.0
[70.          0.24418605] 0.0 0.0
[3.31000000e+02 1.22093026e-01] 0.0 0.0
[1.99000000e+02 1.22093026e-01] 0.0 0.0
[2.78000000e+02 1.56976748e-01] 0.0 0.0
[69.         0.3139535] 0.0 0.0
[3.60000000e+02 5.23255826e-02] 0.0 0.0
[7.90000000e+01 6.97674435e-02] 0.0 0.0
[7.10000000e+01 5.23255826e-02] 0.0 0.0
[133.           0.24418605] 0.0 0.0
[120.           0.22674419] 0.0 0.0
[126.           0.29651163] 0.0 0.0
[120.           0.19186047] 0.0 0.0
[98.          0.36627908] 0.0 0.0
[97.          0.26162791] 0.0 0.0
[2.52000000e+02 1.74418609e-01] 0.0 0.0
[4.10000000e+01 1.74418609e-02] 0.0 0.0
[139.           0.29651163] 0.0 0.0
[2.84000000e+02 1.74418609e-02] 0.0 0.0
[3.44000000e+02 1.39534887e-01] 0.0 0.0
[3.25000000e+02 2.44186052e-01] 0.0 0.0
[221.           0.36627908] 0.0 0.0
[178.   0.] 0.0 0.0
[3.84000000e+02 1.39534887e-01] 0.0 0.0
[2.19000000e+02 8.72093044e-02] 0.0 0.0
[1.82000000e+02 1.39534887e-01] 0.0 0.0
[186.           0.20930233] 0.0 0.0
[381.   0.] 0.0 0.0
[170.           0.17441861] 0.0 0.0
[3.93000000e+02 2.44186052e-01] 0.0 0.0
[1.72000000e+02 1.56976748e-01] 0.0 0.0
[4.40000000e+01 1.74418609e-02] 0.0 0.0
[222.           0.22674419] 0.0 0.0
[3.83000000e+02 5.23255826e-02] 0.0 0.0
[3.00000000e+02 6.97674435e-02] 0.0 0.0
[5.30000000e+01 1.74418609e-02] 0.0 0.0
[2.45000000e+02 1.74418609e-02] 0.0 0.0
[3.40000000e+02 3.48837217e-02] 0.0 0.0
[2.5000000e+02 2.0930233e-01] 0.0 0.0
[3.52000000e+02 1.74418609e-02] 0.0 0.0
[1.43000000e+02 5.23255826e-02] 0.0 0.0
[60.          0.20930233] 0.0 0.0
[1.08000000e+02 1.74418609e-02] 0.0 0.0
[2.7200000e+02 1.9186047e-01] 0.0 0.0
[3.38000000e+02 2.61627913e-01] 0.0 0.0
[2.86000000e+02 1.74418609e-02] 0.0 0.0
[1.41000000e+02 3.48837217e-02] 0.0 0.0
[114.           0.15697675] 0.0 0.0
[137.           0.15697675] 0.0 0.0
[1.46000000e+02 1.39534887e-01] 0.0 0.0
[72.          0.15697675] 0.0 0.0
[1.95000000e+02 1.74418609e-01] 0.0 0.0
[3.87000000e+02 8.72093044e-02] 0.0 0.0
[51.          0.33139536] 0.0 0.0
[3.83000000e+02 1.22093026e-01] 0.0 0.0
[45.          0.27906977] 0.0 0.0
[3.90000000e+02 1.74418609e-02] 0.0 0.0
[1.64000000e+02 1.56976748e-01] 0.0 0.0
[191.           0.27906977] 0.0 0.0
[1.75000000e+02 1.74418609e-02] 0.0 0.0
[2.49000000e+02 1.74418609e-02] 0.0 0.0
[2.60000000e+02 3.48837217e-02] 0.0 0.0
[3.31000000e+02 3.48837217e-02] 0.0 0.0
[3.26000000e+02 1.56976748e-01] 0.0 0.0
[6.00000000e+01 3.48837217e-02] 0.0 0.0
[6.80000000e+01 1.74418609e-02] 0.0 0.0
[2.83000000e+02 1.39534887e-01] 0.0 0.0
[4.30000000e+01 1.74418609e-02] 0.0 0.0
[1.50000000e+02 1.74418609e-02] 0.0 0.0
[113.           0.24418605] 0.0 0.0
[3.92000000e+02 1.56976748e-01] 0.0 0.0
[273.   0.] 0.0 0.0
[59.  0.] 0.0 0.0
[3.89000000e+02 1.74418609e-01] 0.0 0.0
[3.55000000e+02 2.61627913e-01] 0.0 0.0
[2.79000000e+02 2.44186052e-01] 0.0 0.0
[1.70000000e+02 1.74418609e-02] 0.0 0.0
[1.61000000e+02 3.48837217e-02] 0.0 0.0
[3.82000000e+02 3.48837217e-02] 0.0 0.0
[2.87000000e+02 2.26744191e-01] 0.0 0.0
[114.           0.29651163] 0.0 0.0
[3.53000000e+02 5.23255826e-02] 0.0 0.0
[2.35000000e+02 1.74418609e-02] 0.0 0.0
[2.53000000e+02 1.56976748e-01] 0.0 0.0
[3.51000000e+02 2.26744191e-01] 0.0 0.0
[3.1700000e+02 1.9186047e-01] 0.0 0.0
[3.53000000e+02 1.39534887e-01] 0.0 0.0
